,name,Orbit (AU),Value ($),Group,($),unit_value($),Metal Content,total_value_dol
2862,2018 RV16,2.31,0,MBA,0.0,zero,E_No Metal identified,0.0
2863,2018 RU16,2.253,0,MCA,0.0,zero,E_No Metal identified,0.0
2864,2018 RT16,2.845,0,MBA,0.0,zero,E_No Metal identified,0.0
2865,2018 RS16,3.948,0,OMB,0.0,zero,E_No Metal identified,0.0
2866,2018 RR16,2.7030000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2867,2018 RQ16,2.3819999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2868,2018 RP16,2.359,0,MBA,0.0,zero,E_No Metal identified,0.0
2869,2018 RO16,3.2489999999999997,0,OMB,0.0,zero,E_No Metal identified,0.0
2870,2018 RN16,2.355,0,MCA,0.0,zero,E_No Metal identified,0.0
2871,2018 RM16,2.532,0,MBA,0.0,zero,E_No Metal identified,0.0
2872,2018 RL16,3.0789999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2873,2018 RK16,2.637,0,MBA,0.0,zero,E_No Metal identified,0.0
2874,2018 RJ16,2.355,0,MBA,0.0,zero,E_No Metal identified,0.0
2875,2018 RH16,2.362,0,MBA,0.0,zero,E_No Metal identified,0.0
2876,2018 RG16,2.667,0,MBA,0.0,zero,E_No Metal identified,0.0
2877,2018 RF16,3.103,0,MBA,0.0,zero,E_No Metal identified,0.0
2878,2018 RE16,3.03,0,MBA,0.0,zero,E_No Metal identified,0.0
2879,2018 RB16,3.1860000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2880,2018 RA16,2.568,0,MBA,0.0,zero,E_No Metal identified,0.0
2881,2018 RZ15,2.701,0,MBA,0.0,zero,E_No Metal identified,0.0
2882,2018 RY15,3.0589999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2883,2018 RX15,2.213,0,MBA,0.0,zero,E_No Metal identified,0.0
2884,2018 RW15,2.6889999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
2885,2018 RV15,2.464,0,MBA,0.0,zero,E_No Metal identified,0.0
2886,2018 RT15,2.5540000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2887,2018 RS15,2.458,0,MBA,0.0,zero,E_No Metal identified,0.0
2888,2018 RR15,2.678,0,MBA,0.0,zero,E_No Metal identified,0.0
2889,2018 RQ15,2.636,0,MBA,0.0,zero,E_No Metal identified,0.0
2890,2018 RP15,2.5810000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2891,2018 RE15,2.597,0,MBA,0.0,zero,E_No Metal identified,0.0
2892,2018 RC15,3.187,0,MBA,0.0,zero,E_No Metal identified,0.0
2893,2018 RB15,2.365,0,MBA,0.0,zero,E_No Metal identified,0.0
2894,2018 RA15,2.407,0,MBA,0.0,zero,E_No Metal identified,0.0
2895,2018 RZ14,3.179,0,MBA,0.0,zero,E_No Metal identified,0.0
2896,2018 RY14,3.252,0,OMB,0.0,zero,E_No Metal identified,0.0
2897,2018 RX14,2.366,0,MBA,0.0,zero,E_No Metal identified,0.0
2898,2018 RV14,2.595,0,MBA,0.0,zero,E_No Metal identified,0.0
2899,2018 RT14,2.582,0,MBA,0.0,zero,E_No Metal identified,0.0
2900,2018 RS14,3.1439999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2901,2018 RR14,2.8080000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2902,2018 RQ14,2.344,0,MBA,0.0,zero,E_No Metal identified,0.0
2903,2018 RP14,2.291,0,MBA,0.0,zero,E_No Metal identified,0.0
2904,2018 RO14,3.035,0,MBA,0.0,zero,E_No Metal identified,0.0
2905,2018 RN14,2.45,0,MBA,0.0,zero,E_No Metal identified,0.0
2906,2018 RM14,2.42,0,MBA,0.0,zero,E_No Metal identified,0.0
2907,2018 RL14,2.291,0,MBA,0.0,zero,E_No Metal identified,0.0
2908,2018 RK14,2.911,0,MBA,0.0,zero,E_No Metal identified,0.0
2909,2018 RJ14,2.29,0,MBA,0.0,zero,E_No Metal identified,0.0
2910,2018 RH14,3.076,0,MBA,0.0,zero,E_No Metal identified,0.0
2911,2018 RG14,2.6069999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2912,2018 RF14,2.3480000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2913,2018 RE14,2.807,0,MBA,0.0,zero,E_No Metal identified,0.0
2914,2018 RD14,2.1919999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2915,2018 RC14,2.2119999999999997,0,MCA,0.0,zero,E_No Metal identified,0.0
2916,2018 RB14,2.329,0,MBA,0.0,zero,E_No Metal identified,0.0
2917,2018 RA14,2.471,0,MBA,0.0,zero,E_No Metal identified,0.0
2918,2018 RZ13,2.81,0,MBA,0.0,zero,E_No Metal identified,0.0
2919,2018 RX13,3.13,0,MBA,0.0,zero,E_No Metal identified,0.0
2920,2018 RW13,2.4,0,MBA,0.0,zero,E_No Metal identified,0.0
2921,2018 RV13,2.218,0,MBA,0.0,zero,E_No Metal identified,0.0
2922,2018 RU13,2.19,0,MBA,0.0,zero,E_No Metal identified,0.0
2923,2018 RT13,2.261,0,MBA,0.0,zero,E_No Metal identified,0.0
2924,2018 RS13,3.09,0,MBA,0.0,zero,E_No Metal identified,0.0
2925,2018 RR13,2.595,0,MBA,0.0,zero,E_No Metal identified,0.0
2926,2018 RQ13,2.661,0,MBA,0.0,zero,E_No Metal identified,0.0
2927,2018 RN13,2.3169999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2928,2018 RM13,3.0989999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
2929,2018 RL13,2.569,0,MBA,0.0,zero,E_No Metal identified,0.0
2930,2018 RK13,3.295,0,OMB,0.0,zero,E_No Metal identified,0.0
2931,2018 RJ13,2.1519999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2932,2018 RH13,3.0780000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2933,2018 RG13,2.688,0,MBA,0.0,zero,E_No Metal identified,0.0
2934,2018 RF13,2.376,0,MBA,0.0,zero,E_No Metal identified,0.0
2935,2018 RE13,2.9219999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2936,2018 RC13,2.228,0,MBA,0.0,zero,E_No Metal identified,0.0
2937,2018 RB13,2.282,0,MBA,0.0,zero,E_No Metal identified,0.0
2938,2018 RA13,2.293,0,MBA,0.0,zero,E_No Metal identified,0.0
2939,2018 RZ12,2.645,0,MBA,0.0,zero,E_No Metal identified,0.0
2940,2018 RY12,2.721,0,MBA,0.0,zero,E_No Metal identified,0.0
2941,2018 RU12,2.461,0,MBA,0.0,zero,E_No Metal identified,0.0
2942,2018 RT12,3.147,0,MBA,0.0,zero,E_No Metal identified,0.0
2943,2018 RS12,2.175,0,MBA,0.0,zero,E_No Metal identified,0.0
2944,2018 RR12,2.224,0,MBA,0.0,zero,E_No Metal identified,0.0
2945,2018 RQ12,2.6860000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2946,2018 RP12,2.608,0,MBA,0.0,zero,E_No Metal identified,0.0
2947,2018 RO12,3.188,0,MBA,0.0,zero,E_No Metal identified,0.0
2948,2018 RN12,2.375,0,MBA,0.0,zero,E_No Metal identified,0.0
2949,2018 RM12,2.206,0,MCA,0.0,zero,E_No Metal identified,0.0
2950,2018 RG12,2.3890000000000002,0,MCA,0.0,zero,E_No Metal identified,0.0
2951,2018 RF12,2.6,0,MBA,0.0,zero,E_No Metal identified,0.0
2952,2018 RE12,3.1639999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2953,2018 RD12,2.681,0,MBA,0.0,zero,E_No Metal identified,0.0
2954,2018 RB12,3.092,0,MBA,0.0,zero,E_No Metal identified,0.0
2955,2018 RY11,2.653,0,MBA,0.0,zero,E_No Metal identified,0.0
2956,2018 RX11,3.233,0,OMB,0.0,zero,E_No Metal identified,0.0
2957,2018 RR11,2.35,0,MBA,0.0,zero,E_No Metal identified,0.0
2958,2018 RQ11,3.01,0,MBA,0.0,zero,E_No Metal identified,0.0
2959,2018 RP11,2.66,0,MBA,0.0,zero,E_No Metal identified,0.0
2960,2018 RN11,3.0669999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2961,2018 RM11,3.139,0,MBA,0.0,zero,E_No Metal identified,0.0
2962,2018 RH11,3.2039999999999997,0,OMB,0.0,zero,E_No Metal identified,0.0
2963,2018 RG11,3.094,0,MBA,0.0,zero,E_No Metal identified,0.0
2964,2018 RF11,2.541,0,MBA,0.0,zero,E_No Metal identified,0.0
2965,2018 RD11,3.193,0,MBA,0.0,zero,E_No Metal identified,0.0
2966,2018 RC11,2.572,0,MBA,0.0,zero,E_No Metal identified,0.0
2967,2018 RA11,2.716,0,MBA,0.0,zero,E_No Metal identified,0.0
2968,2018 RZ10,2.576,0,MBA,0.0,zero,E_No Metal identified,0.0
2969,2018 RX10,3.162,0,MBA,0.0,zero,E_No Metal identified,0.0
2970,2018 RW10,2.5540000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2971,2018 RV10,2.7460000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
2972,2018 RS10,3.157,0,MBA,0.0,zero,E_No Metal identified,0.0
2973,2018 RR10,3.2089999999999996,0,OMB,0.0,zero,E_No Metal identified,0.0
2974,2018 RQ10,2.7310000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2975,2018 RO10,2.305,0,MBA,0.0,zero,E_No Metal identified,0.0
2976,2018 RM10,3.447,0,OMB,0.0,zero,E_No Metal identified,0.0
2977,2018 RL10,2.383,0,MBA,0.0,zero,E_No Metal identified,0.0
2978,2018 RJ10,2.642,0,MBA,0.0,zero,E_No Metal identified,0.0
2979,2018 RH10,2.574,0,MBA,0.0,zero,E_No Metal identified,0.0
2980,2018 RG10,2.645,0,MBA,0.0,zero,E_No Metal identified,0.0
2981,2018 RC10,1.881,0,IMB,0.0,zero,E_No Metal identified,0.0
2982,2018 RA10,2.5660000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2983,2018 RZ9,3.071,0,MBA,0.0,zero,E_No Metal identified,0.0
2984,2018 RY9,2.4530000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2985,2018 RX9,2.597,0,MBA,0.0,zero,E_No Metal identified,0.0
2986,2018 RW9,1.879,0,IMB,0.0,zero,E_No Metal identified,0.0
2987,2018 RV9,2.226,0,MBA,0.0,zero,E_No Metal identified,0.0
2988,2018 RU9,2.31,0,MBA,0.0,zero,E_No Metal identified,0.0
2989,2018 RT9,2.7689999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
2990,2018 RS9,2.272,0,MBA,0.0,zero,E_No Metal identified,0.0
2991,2018 RO9,2.661,0,MBA,0.0,zero,E_No Metal identified,0.0
2992,2018 RN9,2.6180000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
2993,2018 RM9,2.265,0,MBA,0.0,zero,E_No Metal identified,0.0
2994,2018 RL9,3.248,0,OMB,0.0,zero,E_No Metal identified,0.0
2995,2018 RK9,2.307,0,MBA,0.0,zero,E_No Metal identified,0.0
2996,2018 RJ9,2.569,0,MBA,0.0,zero,E_No Metal identified,0.0
2997,2018 RH9,3.16,0,MBA,0.0,zero,E_No Metal identified,0.0
2998,2018 RG9,2.568,0,MBA,0.0,zero,E_No Metal identified,0.0
2999,2018 RF9,2.237,0,MBA,0.0,zero,E_No Metal identified,0.0
3000,2018 RE9,2.736,0,MBA,0.0,zero,E_No Metal identified,0.0
3001,2018 RC9,3.158,0,MBA,0.0,zero,E_No Metal identified,0.0
3002,2018 RB9,2.799,0,MBA,0.0,zero,E_No Metal identified,0.0
3003,2018 RA9,3.0439999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3004,2018 RZ8,3.0780000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3005,2018 RY8,3.108,0,MBA,0.0,zero,E_No Metal identified,0.0
3006,2018 RX8,2.32,0,MBA,0.0,zero,E_No Metal identified,0.0
3007,2018 RW8,2.7260000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3008,2018 RV8,2.147,0,MBA,0.0,zero,E_No Metal identified,0.0
3009,2018 RU8,2.259,0,MCA,0.0,zero,E_No Metal identified,0.0
3010,2018 RT8,1.854,0,MCA,0.0,zero,E_No Metal identified,0.0
3011,2018 RS8,4.288,0,OMB,0.0,zero,E_No Metal identified,0.0
3012,2018 RR8,2.617,0,APO,0.0,zero,E_No Metal identified,0.0
3013,2018 RQ8,2.417,0,MBA,0.0,zero,E_No Metal identified,0.0
3014,2018 RP8,0.785,0,ATE,0.0,zero,E_No Metal identified,0.0
3015,2018 RO8,1.453,0,APO,0.0,zero,E_No Metal identified,0.0
3016,2018 RN8,2.55,0,MCA,0.0,zero,E_No Metal identified,0.0
3017,2018 RM8,2.9410000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3018,2018 RL8,2.767,0,MBA,0.0,zero,E_No Metal identified,0.0
3019,2018 RK8,2.577,0,MBA,0.0,zero,E_No Metal identified,0.0
3020,2018 RJ8,2.218,0,MCA,0.0,zero,E_No Metal identified,0.0
3021,2018 RH8,1.902,0,IMB,0.0,zero,E_No Metal identified,0.0
3022,2018 RG8,1.681,0,APO,0.0,zero,E_No Metal identified,0.0
3023,2018 RF8,1.421,0,APO,0.0,zero,E_No Metal identified,0.0
3024,2018 RE8,1.516,0,APO,0.0,zero,E_No Metal identified,0.0
3025,2018 RD8,2.4130000000000003,0,APO,0.0,zero,E_No Metal identified,0.0
3026,2018 RC8,1.835,0,AMO,0.0,zero,E_No Metal identified,0.0
3027,2018 RB8,1.64,0,AMO,0.0,zero,E_No Metal identified,0.0
3028,2018 RA8,1.791,0,APO,0.0,zero,E_No Metal identified,0.0
3029,2018 RZ7,1.46,0,AMO,0.0,zero,E_No Metal identified,0.0
3030,2018 RY7,1.016,0,APO,0.0,zero,E_No Metal identified,0.0
3031,2018 RX7,2.322,0,AMO,0.0,zero,E_No Metal identified,0.0
3032,2018 RW7,1.614,0,APO,0.0,zero,E_No Metal identified,0.0
3033,2018 RV7,1.635,0,APO,0.0,zero,E_No Metal identified,0.0
3034,2018 RU7,2.75,0,AMO,0.0,zero,E_No Metal identified,0.0
3035,2018 RT7,1.3969999999999998,0,AMO,0.0,zero,E_No Metal identified,0.0
3036,2018 RS7,2.331,0,AMO,0.0,zero,E_No Metal identified,0.0
3037,2018 RR7,1.7069999999999999,0,AMO,0.0,zero,E_No Metal identified,0.0
3038,2018 RQ7,2.6,0,MCA,0.0,zero,E_No Metal identified,0.0
3039,2018 RP7,2.616,0,MBA,0.0,zero,E_No Metal identified,0.0
3040,2018 RO7,2.153,0,APO,0.0,zero,E_No Metal identified,0.0
3041,2018 RN7,1.9269999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3042,2018 RM7,1.8330000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3043,2018 RL7,1.6030000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3044,2018 RK7,2.805,0,AMO,0.0,zero,E_No Metal identified,0.0
3045,2018 RJ7,2.6710000000000003,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3046,2018 RH7,0.965,0,ATE,0.0,zero,E_No Metal identified,0.0
3047,2018 RG7,1.4609999999999999,0,AMO,0.0,zero,E_No Metal identified,0.0
3048,2018 RF7,2.539,0,AMO,0.0,zero,E_No Metal identified,0.0
3049,2018 RE7,1.3430000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3050,2018 RD7,1.953,0,AMO,0.0,zero,E_No Metal identified,0.0
3051,2018 RC7,1.3630000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
3052,2018 RB7,2.443,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3053,2018 RA7,2.096,0,AMO,0.0,zero,E_No Metal identified,0.0
3054,2018 RZ6,1.607,0,APO,0.0,zero,E_No Metal identified,0.0
3055,2018 RY6,2.074,0,APO,0.0,zero,E_No Metal identified,0.0
3056,2018 RX6,2.451,0,AMO,0.0,zero,E_No Metal identified,0.0
3057,2018 RW6,1.8840000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
3058,2018 RV6,2.208,0,MCA,0.0,zero,E_No Metal identified,0.0
3059,2018 RU6,2.523,0,MCA,0.0,zero,E_No Metal identified,0.0
3060,2018 RT6,2.654,0,MCA,0.0,zero,E_No Metal identified,0.0
3061,2018 RS6,2.738,0,MCA,0.0,zero,E_No Metal identified,0.0
3062,2018 RR6,2.27,0,MCA,0.0,zero,E_No Metal identified,0.0
3063,2018 RQ6,2.542,0,MBA,0.0,zero,E_No Metal identified,0.0
3064,2018 RP6,2.603,0,MBA,0.0,zero,E_No Metal identified,0.0
3065,2018 RO6,2.32,0,MCA,0.0,zero,E_No Metal identified,0.0
3066,2018 RN6,2.8,0,MBA,0.0,zero,E_No Metal identified,0.0
3067,2018 RM6,3.095,0,MBA,0.0,zero,E_No Metal identified,0.0
3068,2018 RL6,1.087,0,APO,0.0,zero,E_No Metal identified,0.0
3069,2018 RK6,1.382,0,APO,0.0,zero,E_No Metal identified,0.0
3070,2018 RJ6,1.557,0,AMO,0.0,zero,E_No Metal identified,0.0
3071,2018 RH6,0.988,0,ATE,0.0,zero,E_No Metal identified,0.0
3072,2018 RG6,1.767,0,AMO,0.0,zero,E_No Metal identified,0.0
3073,2018 RF6,1.018,0,APO,0.0,zero,E_No Metal identified,0.0
3074,2018 RE6,1.421,0,APO,0.0,zero,E_No Metal identified,0.0
3075,2018 RD6,1.598,0,APO,0.0,zero,E_No Metal identified,0.0
3076,2018 RC6,1.287,0,AMO,0.0,zero,E_No Metal identified,0.0
3077,2018 RB6,1.78,0,APO,0.0,zero,E_No Metal identified,0.0
3078,2018 RA6,2.543,0,APO,0.0,zero,E_No Metal identified,0.0
3079,2018 RZ5,2.88,0,APO,0.0,zero,E_No Metal identified,0.0
3080,2018 RY5,2.351,0,APO,0.0,zero,E_No Metal identified,0.0
3081,2018 RX5,1.589,0,APO,0.0,zero,E_No Metal identified,0.0
3082,2018 RW5,1.686,0,APO,0.0,zero,E_No Metal identified,0.0
3083,2018 RV5,2.27,0,AMO,0.0,zero,E_No Metal identified,0.0
3084,2018 RU5,2.2,0,AMO,0.0,zero,E_No Metal identified,0.0
3085,2018 RT5,1.963,0,APO,0.0,zero,E_No Metal identified,0.0
3086,2018 RS5,2.064,0,APO,0.0,zero,E_No Metal identified,0.0
3087,2018 RR5,1.321,0,APO,0.0,zero,E_No Metal identified,0.0
3088,2018 RQ5,2.1630000000000003,0,APO,0.0,zero,E_No Metal identified,0.0
3089,2018 RP5,2.342,0,APO,0.0,zero,E_No Metal identified,0.0
3090,2018 RO5,0.992,0,ATE,0.0,zero,E_No Metal identified,0.0
3091,2018 RN5,1.785,0,MCA,0.0,zero,E_No Metal identified,0.0
3092,2018 RM5,2.575,0,MCA,0.0,zero,E_No Metal identified,0.0
3093,2018 RL5,1.83,0,IMB,0.0,zero,E_No Metal identified,0.0
3094,2018 RK5,2.4,0,MCA,0.0,zero,E_No Metal identified,0.0
3095,2018 RJ5,2.5780000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3096,2018 RH5,2.019,0,AMO,0.0,zero,E_No Metal identified,0.0
3097,2018 RG5,1.5619999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3098,2018 RF5,2.399,0,APO,0.0,zero,E_No Metal identified,0.0
3099,2018 RE5,2.495,0,APO,0.0,zero,E_No Metal identified,0.0
3100,2018 RD5,1.419,0,APO,0.0,zero,E_No Metal identified,0.0
3101,2018 RC5,2.11,0,AMO,0.0,zero,E_No Metal identified,0.0
3102,2018 RB5,1.666,0,AMO,0.0,zero,E_No Metal identified,0.0
3103,2018 RA5,1.325,0,APO,0.0,zero,E_No Metal identified,0.0
3104,2018 RZ4,2.271,0,APO,0.0,zero,E_No Metal identified,0.0
3105,2018 RY4,2.7510000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3106,2018 RX4,1.9269999999999998,0,IMB,0.0,zero,E_No Metal identified,0.0
3107,2018 RW4,3.074,0,MBA,0.0,zero,E_No Metal identified,0.0
3108,2018 RV4,2.5839999999999996,0,MCA,0.0,zero,E_No Metal identified,0.0
3109,2018 RU4,2.591,0,MCA,0.0,zero,E_No Metal identified,0.0
3110,2018 RT4,2.592,0,MCA,0.0,zero,E_No Metal identified,0.0
3111,2018 RS4,2.628,0,MBA,0.0,zero,E_No Metal identified,0.0
3112,2018 RR4,2.6319999999999997,0,APO,0.0,zero,E_No Metal identified,0.0
3113,2018 RQ4,1.607,0,APO,0.0,zero,E_No Metal identified,0.0
3114,2018 RO4,1.141,0,APO,0.0,zero,E_No Metal identified,0.0
3115,2018 RN4,1.604,0,AMO,0.0,zero,E_No Metal identified,0.0
3116,2018 RM4,2.206,0,APO,0.0,zero,E_No Metal identified,0.0
3117,2018 RL4,0.872,0,ATE,0.0,zero,E_No Metal identified,0.0
3118,2018 RK4,2.315,0,MCA,0.0,zero,E_No Metal identified,0.0
3119,2018 RJ4,2.41,0,MCA,0.0,zero,E_No Metal identified,0.0
3120,2018 RH4,2.778,0,MBA,0.0,zero,E_No Metal identified,0.0
3121,2018 RG4,2.642,0,MCA,0.0,zero,E_No Metal identified,0.0
3122,2018 RF4,2.702,0,MBA,0.0,zero,E_No Metal identified,0.0
3123,2018 RE4,1.56,0,AMO,0.0,zero,E_No Metal identified,0.0
3124,2018 RD4,1.544,0,APO,0.0,zero,E_No Metal identified,0.0
3125,2018 RC4,2.54,0,AMO,0.0,zero,E_No Metal identified,0.0
3126,2018 RB4,1.064,0,APO,0.0,zero,E_No Metal identified,0.0
3127,2018 RA4,2.146,0,AMO,0.0,zero,E_No Metal identified,0.0
3128,2018 RZ3,1.4080000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
3129,2018 RY3,2.0980000000000003,0,APO,0.0,zero,E_No Metal identified,0.0
3130,2018 RX3,1.5090000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
3131,2018 RW3,1.848,0,APO,0.0,zero,E_No Metal identified,0.0
3132,2018 RV3,1.595,0,AMO,0.0,zero,E_No Metal identified,0.0
3133,2018 RU3,0.956,0,ATE,0.0,zero,E_No Metal identified,0.0
3134,2018 RT3,1.4169999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3135,2018 RS3,1.4980000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3136,2018 RR3,2.158,0,AMO,0.0,zero,E_No Metal identified,0.0
3137,2018 RQ3,2.3280000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3138,2018 RP3,2.141,0,MCA,0.0,zero,E_No Metal identified,0.0
3139,2018 RO3,1.756,0,MCA,0.0,zero,E_No Metal identified,0.0
3140,2018 RN3,2.489,0,MCA,0.0,zero,E_No Metal identified,0.0
3141,2018 RM3,2.63,0,MCA,0.0,zero,E_No Metal identified,0.0
3142,2018 RL3,2.8169999999999997,0,MCA,0.0,zero,E_No Metal identified,0.0
3143,2018 RK3,2.135,0,AMO,0.0,zero,E_No Metal identified,0.0
3144,2018 RJ3,1.329,0,APO,0.0,zero,E_No Metal identified,0.0
3145,2018 RH3,0.9590000000000001,0,ATE,0.0,zero,E_No Metal identified,0.0
3146,2018 RG3,2.3609999999999998,0,AMO,0.0,zero,E_No Metal identified,0.0
3147,2018 RF3,1.505,0,APO,0.0,zero,E_No Metal identified,0.0
3148,2018 RE3,1.3259999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3149,2018 RD3,3.045,0,MCA,0.0,zero,E_No Metal identified,0.0
3150,2018 RC3,1.9240000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3151,2018 RB3,2.187,0,AMO,0.0,zero,E_No Metal identified,0.0
3152,2018 RA3,1.139,0,APO,0.0,zero,E_No Metal identified,0.0
3153,2018 RZ2,1.287,0,AMO,0.0,zero,E_No Metal identified,0.0
3154,2018 RY2,2.897,0,MCA,0.0,zero,E_No Metal identified,0.0
3155,2018 RX2,2.3080000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3156,2018 RW2,2.238,0,MCA,0.0,zero,E_No Metal identified,0.0
3157,2018 RV2,2.904,0,MCA,0.0,zero,E_No Metal identified,0.0
3158,2018 RU2,1.786,0,IMB,0.0,zero,E_No Metal identified,0.0
3159,2018 RT2,2.574,0,MBA,0.0,zero,E_No Metal identified,0.0
3160,2018 RS2,2.616,0,MCA,0.0,zero,E_No Metal identified,0.0
3161,2018 RR2,21.410999999999998,0,CEN,0.0,zero,E_No Metal identified,0.0
3162,2018 RQ2,1.524,0,APO,0.0,zero,E_No Metal identified,0.0
3163,2018 RP2,1.5390000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
3164,2018 RO2,2.69,0,AMO,0.0,zero,E_No Metal identified,0.0
3165,2018 RN2,0.882,0,ATE,0.0,zero,E_No Metal identified,0.0
3166,2018 RM2,2.207,0,AMO,0.0,zero,E_No Metal identified,0.0
3167,2018 RL2,2.339,0,AMO,0.0,zero,E_No Metal identified,0.0
3168,2018 RK2,2.511,0,MCA,0.0,zero,E_No Metal identified,0.0
3169,2018 RJ2,2.582,0,MCA,0.0,zero,E_No Metal identified,0.0
3170,2018 RH2,2.6710000000000003,0,MCA,0.0,zero,E_No Metal identified,0.0
3171,2018 RG2,2.6519999999999997,0,MCA,0.0,zero,E_No Metal identified,0.0
3172,2018 RF2,1.024,0,APO,0.0,zero,E_No Metal identified,0.0
3173,2018 RE2,1.274,0,APO,0.0,zero,E_No Metal identified,0.0
3174,2018 RD2,0.8079999999999999,0,ATE,0.0,zero,E_No Metal identified,0.0
3175,2018 RC2,1.24,0,APO,0.0,zero,E_No Metal identified,0.0
3176,2018 RB2,1.3780000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
3177,2018 RA2,1.5019999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3178,2018 RZ1,1.868,0,AMO,0.0,zero,E_No Metal identified,0.0
3179,2018 RY1,0.8220000000000001,0,ATE,0.0,zero,E_No Metal identified,0.0
3180,2018 RX1,1.473,0,AMO,0.0,zero,E_No Metal identified,0.0
3181,2018 RW1,0.9159999999999999,0,ATE,0.0,zero,E_No Metal identified,0.0
3182,2018 RV1,2.1959999999999997,0,AMO,0.0,zero,E_No Metal identified,0.0
3183,2018 RU1,2.052,0,AMO,0.0,zero,E_No Metal identified,0.0
3184,2018 RT1,2.113,0,AMO,0.0,zero,E_No Metal identified,0.0
3185,2018 RS1,2.289,0,AMO,0.0,zero,E_No Metal identified,0.0
3186,2018 RR1,1.075,0,APO,0.0,zero,E_No Metal identified,0.0
3187,2018 RQ1,0.879,0,ATE,0.0,zero,E_No Metal identified,0.0
3188,2018 RP1,1.4469999999999998,0,APO,0.0,zero,E_No Metal identified,0.0
3189,2018 RO1,1.369,0,APO,0.0,zero,E_No Metal identified,0.0
3190,2018 RN1,1.827,0,APO,0.0,zero,E_No Metal identified,0.0
3191,2018 RM1,2.948,0,MCA,0.0,zero,E_No Metal identified,0.0
3192,2018 RL1,2.617,0,MCA,0.0,zero,E_No Metal identified,0.0
3193,2018 RK1,2.329,0,MCA,0.0,zero,E_No Metal identified,0.0
3194,2018 RJ1,2.735,0,MCA,0.0,zero,E_No Metal identified,0.0
3195,2018 RH1,2.569,0,MCA,0.0,zero,E_No Metal identified,0.0
3196,2018 RG1,2.354,0,MBA,0.0,zero,E_No Metal identified,0.0
3197,2018 RF1,2.699,0,MBA,0.0,zero,E_No Metal identified,0.0
3198,2018 RE1,2.693,0,APO,0.0,zero,E_No Metal identified,0.0
3199,2018 RD1,1.504,0,AMO,0.0,zero,E_No Metal identified,0.0
3200,2018 RC1,1.262,0,AMO,0.0,zero,E_No Metal identified,0.0
